"login","id","avatar_url","gravatar_id","url","html_url","followers_url","following_url","gists_url","starred_url","subscriptions_url","organizations_url","repos_url","events_url","received_events_url","type","site_admin","score"
"museumweek3",5405568,"https://avatars.githubusercontent.com/u/5405568?v=3","","https://api.github.com/users/museumweek3","https://github.com/museumweek3","https://api.github.com/users/museumweek3/followers","https://api.github.com/users/museumweek3/following{/other_user}","https://api.github.com/users/museumweek3/gists{/gist_id}","https://api.github.com/users/museumweek3/starred{/owner}{/repo}","https://api.github.com/users/museumweek3/subscriptions","https://api.github.com/users/museumweek3/orgs","https://api.github.com/users/museumweek3/repos","https://api.github.com/users/museumweek3/events{/privacy}","https://api.github.com/users/museumweek3/received_events","User",FALSE,6.2393346
"museumcanada78",3406240,"https://avatars.githubusercontent.com/u/3406240?v=3","","https://api.github.com/users/museumcanada78","https://github.com/museumcanada78","https://api.github.com/users/museumcanada78/followers","https://api.github.com/users/museumcanada78/following{/other_user}","https://api.github.com/users/museumcanada78/gists{/gist_id}","https://api.github.com/users/museumcanada78/starred{/owner}{/repo}","https://api.github.com/users/museumcanada78/subscriptions","https://api.github.com/users/museumcanada78/orgs","https://api.github.com/users/museumcanada78/repos","https://api.github.com/users/museumcanada78/events{/privacy}","https://api.github.com/users/museumcanada78/received_events","User",FALSE,6.2393346
"museume",5503617,"https://avatars.githubusercontent.com/u/5503617?v=3","","https://api.github.com/users/museume","https://github.com/museume","https://api.github.com/users/museume/followers","https://api.github.com/users/museume/following{/other_user}","https://api.github.com/users/museume/gists{/gist_id}","https://api.github.com/users/museume/starred{/owner}{/repo}","https://api.github.com/users/museume/subscriptions","https://api.github.com/users/museume/orgs","https://api.github.com/users/museume/repos","https://api.github.com/users/museume/events{/privacy}","https://api.github.com/users/museume/received_events","User",FALSE,6.2393346
"museummile",12634278,"https://avatars.githubusercontent.com/u/12634278?v=3","","https://api.github.com/users/museummile","https://github.com/museummile","https://api.github.com/users/museummile/followers","https://api.github.com/users/museummile/following{/other_user}","https://api.github.com/users/museummile/gists{/gist_id}","https://api.github.com/users/museummile/starred{/owner}{/repo}","https://api.github.com/users/museummile/subscriptions","https://api.github.com/users/museummile/orgs","https://api.github.com/users/museummile/repos","https://api.github.com/users/museummile/events{/privacy}","https://api.github.com/users/museummile/received_events","User",FALSE,6.2393346
"Museum-IT",12669324,"https://avatars.githubusercontent.com/u/12669324?v=3","","https://api.github.com/users/Museum-IT","https://github.com/Museum-IT","https://api.github.com/users/Museum-IT/followers","https://api.github.com/users/Museum-IT/following{/other_user}","https://api.github.com/users/Museum-IT/gists{/gist_id}","https://api.github.com/users/Museum-IT/starred{/owner}{/repo}","https://api.github.com/users/Museum-IT/subscriptions","https://api.github.com/users/Museum-IT/orgs","https://api.github.com/users/Museum-IT/repos","https://api.github.com/users/Museum-IT/events{/privacy}","https://api.github.com/users/Museum-IT/received_events","Organization",FALSE,6.2393346
"MuseumofModernArt",12055897,"https://avatars.githubusercontent.com/u/12055897?v=3","","https://api.github.com/users/MuseumofModernArt","https://github.com/MuseumofModernArt","https://api.github.com/users/MuseumofModernArt/followers","https://api.github.com/users/MuseumofModernArt/following{/other_user}","https://api.github.com/users/MuseumofModernArt/gists{/gist_id}","https://api.github.com/users/MuseumofModernArt/starred{/owner}{/repo}","https://api.github.com/users/MuseumofModernArt/subscriptions","https://api.github.com/users/MuseumofModernArt/orgs","https://api.github.com/users/MuseumofModernArt/repos","https://api.github.com/users/MuseumofModernArt/events{/privacy}","https://api.github.com/users/MuseumofModernArt/received_events","Organization",FALSE,6.234604
"museummile",12634278,"https://avatars.githubusercontent.com/u/12634278?v=3","","https://api.github.com/users/museummile","https://github.com/museummile","https://api.github.com/users/museummile/followers","https://api.github.com/users/museummile/following{/other_user}","https://api.github.com/users/museummile/gists{/gist_id}","https://api.github.com/users/museummile/starred{/owner}{/repo}","https://api.github.com/users/museummile/subscriptions","https://api.github.com/users/museummile/orgs","https://api.github.com/users/museummile/repos","https://api.github.com/users/museummile/events{/privacy}","https://api.github.com/users/museummile/received_events","User",FALSE,6.234604
"Museum-IT",12669324,"https://avatars.githubusercontent.com/u/12669324?v=3","","https://api.github.com/users/Museum-IT","https://github.com/Museum-IT","https://api.github.com/users/Museum-IT/followers","https://api.github.com/users/Museum-IT/following{/other_user}","https://api.github.com/users/Museum-IT/gists{/gist_id}","https://api.github.com/users/Museum-IT/starred{/owner}{/repo}","https://api.github.com/users/Museum-IT/subscriptions","https://api.github.com/users/Museum-IT/orgs","https://api.github.com/users/Museum-IT/repos","https://api.github.com/users/Museum-IT/events{/privacy}","https://api.github.com/users/Museum-IT/received_events","Organization",FALSE,6.234604
"museumlung7",2508095,"https://avatars.githubusercontent.com/u/2508095?v=3","","https://api.github.com/users/museumlung7","https://github.com/museumlung7","https://api.github.com/users/museumlung7/followers","https://api.github.com/users/museumlung7/following{/other_user}","https://api.github.com/users/museumlung7/gists{/gist_id}","https://api.github.com/users/museumlung7/starred{/owner}{/repo}","https://api.github.com/users/museumlung7/subscriptions","https://api.github.com/users/museumlung7/orgs","https://api.github.com/users/museumlung7/repos","https://api.github.com/users/museumlung7/events{/privacy}","https://api.github.com/users/museumlung7/received_events","User",FALSE,6.234604
"museums",7451635,"https://avatars.githubusercontent.com/u/7451635?v=3","","https://api.github.com/users/museums","https://github.com/museums","https://api.github.com/users/museums/followers","https://api.github.com/users/museums/following{/other_user}","https://api.github.com/users/museums/gists{/gist_id}","https://api.github.com/users/museums/starred{/owner}{/repo}","https://api.github.com/users/museums/subscriptions","https://api.github.com/users/museums/orgs","https://api.github.com/users/museums/repos","https://api.github.com/users/museums/events{/privacy}","https://api.github.com/users/museums/received_events","Organization",FALSE,6.234604
"digitalgamemuseum",5981133,"https://avatars.githubusercontent.com/u/5981133?v=3","","https://api.github.com/users/digitalgamemuseum","https://github.com/digitalgamemuseum","https://api.github.com/users/digitalgamemuseum/followers","https://api.github.com/users/digitalgamemuseum/following{/other_user}","https://api.github.com/users/digitalgamemuseum/gists{/gist_id}","https://api.github.com/users/digitalgamemuseum/starred{/owner}{/repo}","https://api.github.com/users/digitalgamemuseum/subscriptions","https://api.github.com/users/digitalgamemuseum/orgs","https://api.github.com/users/digitalgamemuseum/repos","https://api.github.com/users/digitalgamemuseum/events{/privacy}","https://api.github.com/users/digitalgamemuseum/received_events","Organization",FALSE,5.8292894
"stillmuseum",7482623,"https://avatars.githubusercontent.com/u/7482623?v=3","","https://api.github.com/users/stillmuseum","https://github.com/stillmuseum","https://api.github.com/users/stillmuseum/followers","https://api.github.com/users/stillmuseum/following{/other_user}","https://api.github.com/users/stillmuseum/gists{/gist_id}","https://api.github.com/users/stillmuseum/starred{/owner}{/repo}","https://api.github.com/users/stillmuseum/subscriptions","https://api.github.com/users/stillmuseum/orgs","https://api.github.com/users/stillmuseum/repos","https://api.github.com/users/stillmuseum/events{/privacy}","https://api.github.com/users/stillmuseum/received_events","Organization",FALSE,5.8292894
"OpenSourceMuseum",12279306,"https://avatars.githubusercontent.com/u/12279306?v=3","","https://api.github.com/users/OpenSourceMuseum","https://github.com/OpenSourceMuseum","https://api.github.com/users/OpenSourceMuseum/followers","https://api.github.com/users/OpenSourceMuseum/following{/other_user}","https://api.github.com/users/OpenSourceMuseum/gists{/gist_id}","https://api.github.com/users/OpenSourceMuseum/starred{/owner}{/repo}","https://api.github.com/users/OpenSourceMuseum/subscriptions","https://api.github.com/users/OpenSourceMuseum/orgs","https://api.github.com/users/OpenSourceMuseum/repos","https://api.github.com/users/OpenSourceMuseum/events{/privacy}","https://api.github.com/users/OpenSourceMuseum/received_events","User",FALSE,5.8292894
"satmuseum",15457014,"https://avatars.githubusercontent.com/u/15457014?v=3","","https://api.github.com/users/satmuseum","https://github.com/satmuseum","https://api.github.com/users/satmuseum/followers","https://api.github.com/users/satmuseum/following{/other_user}","https://api.github.com/users/satmuseum/gists{/gist_id}","https://api.github.com/users/satmuseum/starred{/owner}{/repo}","https://api.github.com/users/satmuseum/subscriptions","https://api.github.com/users/satmuseum/orgs","https://api.github.com/users/satmuseum/repos","https://api.github.com/users/satmuseum/events{/privacy}","https://api.github.com/users/satmuseum/received_events","User",FALSE,5.7979064
"Beit-Hatfutsot",15228676,"https://avatars.githubusercontent.com/u/15228676?v=3","","https://api.github.com/users/Beit-Hatfutsot","https://github.com/Beit-Hatfutsot","https://api.github.com/users/Beit-Hatfutsot/followers","https://api.github.com/users/Beit-Hatfutsot/following{/other_user}","https://api.github.com/users/Beit-Hatfutsot/gists{/gist_id}","https://api.github.com/users/Beit-Hatfutsot/starred{/owner}{/repo}","https://api.github.com/users/Beit-Hatfutsot/subscriptions","https://api.github.com/users/Beit-Hatfutsot/orgs","https://api.github.com/users/Beit-Hatfutsot/repos","https://api.github.com/users/Beit-Hatfutsot/events{/privacy}","https://api.github.com/users/Beit-Hatfutsot/received_events","Organization",FALSE,5.7979064
"MuseumBot",12800272,"https://avatars.githubusercontent.com/u/12800272?v=3","","https://api.github.com/users/MuseumBot","https://github.com/MuseumBot","https://api.github.com/users/MuseumBot/followers","https://api.github.com/users/MuseumBot/following{/other_user}","https://api.github.com/users/MuseumBot/gists{/gist_id}","https://api.github.com/users/MuseumBot/starred{/owner}{/repo}","https://api.github.com/users/MuseumBot/subscriptions","https://api.github.com/users/MuseumBot/orgs","https://api.github.com/users/MuseumBot/repos","https://api.github.com/users/MuseumBot/events{/privacy}","https://api.github.com/users/MuseumBot/received_events","User",FALSE,5.6953535
"museumplanning",10875663,"https://avatars.githubusercontent.com/u/10875663?v=3","","https://api.github.com/users/museumplanning","https://github.com/museumplanning","https://api.github.com/users/museumplanning/followers","https://api.github.com/users/museumplanning/following{/other_user}","https://api.github.com/users/museumplanning/gists{/gist_id}","https://api.github.com/users/museumplanning/starred{/owner}{/repo}","https://api.github.com/users/museumplanning/subscriptions","https://api.github.com/users/museumplanning/orgs","https://api.github.com/users/museumplanning/repos","https://api.github.com/users/museumplanning/events{/privacy}","https://api.github.com/users/museumplanning/received_events","User",FALSE,5.6953535
"MuseumSpark",10845491,"https://avatars.githubusercontent.com/u/10845491?v=3","","https://api.github.com/users/MuseumSpark","https://github.com/MuseumSpark","https://api.github.com/users/MuseumSpark/followers","https://api.github.com/users/MuseumSpark/following{/other_user}","https://api.github.com/users/MuseumSpark/gists{/gist_id}","https://api.github.com/users/MuseumSpark/starred{/owner}{/repo}","https://api.github.com/users/MuseumSpark/subscriptions","https://api.github.com/users/MuseumSpark/orgs","https://api.github.com/users/MuseumSpark/repos","https://api.github.com/users/MuseumSpark/events{/privacy}","https://api.github.com/users/MuseumSpark/received_events","Organization",FALSE,5.6953535
"museum0weeder",2597753,"https://avatars.githubusercontent.com/u/2597753?v=3","","https://api.github.com/users/museum0weeder","https://github.com/museum0weeder","https://api.github.com/users/museum0weeder/followers","https://api.github.com/users/museum0weeder/following{/other_user}","https://api.github.com/users/museum0weeder/gists{/gist_id}","https://api.github.com/users/museum0weeder/starred{/owner}{/repo}","https://api.github.com/users/museum0weeder/subscriptions","https://api.github.com/users/museum0weeder/orgs","https://api.github.com/users/museum0weeder/repos","https://api.github.com/users/museum0weeder/events{/privacy}","https://api.github.com/users/museum0weeder/received_events","User",FALSE,5.6953535
"MuseumofHistory",5368725,"https://avatars.githubusercontent.com/u/5368725?v=3","","https://api.github.com/users/MuseumofHistory","https://github.com/MuseumofHistory","https://api.github.com/users/MuseumofHistory/followers","https://api.github.com/users/MuseumofHistory/following{/other_user}","https://api.github.com/users/MuseumofHistory/gists{/gist_id}","https://api.github.com/users/MuseumofHistory/starred{/owner}{/repo}","https://api.github.com/users/MuseumofHistory/subscriptions","https://api.github.com/users/MuseumofHistory/orgs","https://api.github.com/users/MuseumofHistory/repos","https://api.github.com/users/MuseumofHistory/events{/privacy}","https://api.github.com/users/MuseumofHistory/received_events","User",FALSE,5.6953535
"museumnerd",1205372,"https://avatars.githubusercontent.com/u/1205372?v=3","","https://api.github.com/users/museumnerd","https://github.com/museumnerd","https://api.github.com/users/museumnerd/followers","https://api.github.com/users/museumnerd/following{/other_user}","https://api.github.com/users/museumnerd/gists{/gist_id}","https://api.github.com/users/museumnerd/starred{/owner}{/repo}","https://api.github.com/users/museumnerd/subscriptions","https://api.github.com/users/museumnerd/orgs","https://api.github.com/users/museumnerd/repos","https://api.github.com/users/museumnerd/events{/privacy}","https://api.github.com/users/museumnerd/received_events","User",FALSE,5.6953535
"museummakeup24",3286999,"https://avatars.githubusercontent.com/u/3286999?v=3","","https://api.github.com/users/museummakeup24","https://github.com/museummakeup24","https://api.github.com/users/museummakeup24/followers","https://api.github.com/users/museummakeup24/following{/other_user}","https://api.github.com/users/museummakeup24/gists{/gist_id}","https://api.github.com/users/museummakeup24/starred{/owner}{/repo}","https://api.github.com/users/museummakeup24/subscriptions","https://api.github.com/users/museummakeup24/orgs","https://api.github.com/users/museummakeup24/repos","https://api.github.com/users/museummakeup24/events{/privacy}","https://api.github.com/users/museummakeup24/received_events","User",FALSE,5.6953535
"museum21otter",2407746,"https://avatars.githubusercontent.com/u/2407746?v=3","","https://api.github.com/users/museum21otter","https://github.com/museum21otter","https://api.github.com/users/museum21otter/followers","https://api.github.com/users/museum21otter/following{/other_user}","https://api.github.com/users/museum21otter/gists{/gist_id}","https://api.github.com/users/museum21otter/starred{/owner}{/repo}","https://api.github.com/users/museum21otter/subscriptions","https://api.github.com/users/museum21otter/orgs","https://api.github.com/users/museum21otter/repos","https://api.github.com/users/museum21otter/events{/privacy}","https://api.github.com/users/museum21otter/received_events","User",FALSE,5.6953535
"museum6talk",2534880,"https://avatars.githubusercontent.com/u/2534880?v=3","","https://api.github.com/users/museum6talk","https://github.com/museum6talk","https://api.github.com/users/museum6talk/followers","https://api.github.com/users/museum6talk/following{/other_user}","https://api.github.com/users/museum6talk/gists{/gist_id}","https://api.github.com/users/museum6talk/starred{/owner}{/repo}","https://api.github.com/users/museum6talk/subscriptions","https://api.github.com/users/museum6talk/orgs","https://api.github.com/users/museum6talk/repos","https://api.github.com/users/museum6talk/events{/privacy}","https://api.github.com/users/museum6talk/received_events","User",FALSE,5.6953535
"MuseumsGalleriesScotland",15609306,"https://avatars.githubusercontent.com/u/15609306?v=3","","https://api.github.com/users/MuseumsGalleriesScotland","https://github.com/MuseumsGalleriesScotland","https://api.github.com/users/MuseumsGalleriesScotland/followers","https://api.github.com/users/MuseumsGalleriesScotland/following{/other_user}","https://api.github.com/users/MuseumsGalleriesScotland/gists{/gist_id}","https://api.github.com/users/MuseumsGalleriesScotland/starred{/owner}{/repo}","https://api.github.com/users/MuseumsGalleriesScotland/subscriptions","https://api.github.com/users/MuseumsGalleriesScotland/orgs","https://api.github.com/users/MuseumsGalleriesScotland/repos","https://api.github.com/users/MuseumsGalleriesScotland/events{/privacy}","https://api.github.com/users/MuseumsGalleriesScotland/received_events","Organization",FALSE,5.6953535
"museum-of-art-fraud",15697462,"https://avatars.githubusercontent.com/u/15697462?v=3","","https://api.github.com/users/museum-of-art-fraud","https://github.com/museum-of-art-fraud","https://api.github.com/users/museum-of-art-fraud/followers","https://api.github.com/users/museum-of-art-fraud/following{/other_user}","https://api.github.com/users/museum-of-art-fraud/gists{/gist_id}","https://api.github.com/users/museum-of-art-fraud/starred{/owner}{/repo}","https://api.github.com/users/museum-of-art-fraud/subscriptions","https://api.github.com/users/museum-of-art-fraud/orgs","https://api.github.com/users/museum-of-art-fraud/repos","https://api.github.com/users/museum-of-art-fraud/events{/privacy}","https://api.github.com/users/museum-of-art-fraud/received_events","Organization",FALSE,5.6953535
"MuseumAssociates",11051084,"https://avatars.githubusercontent.com/u/11051084?v=3","","https://api.github.com/users/MuseumAssociates","https://github.com/MuseumAssociates","https://api.github.com/users/MuseumAssociates/followers","https://api.github.com/users/MuseumAssociates/following{/other_user}","https://api.github.com/users/MuseumAssociates/gists{/gist_id}","https://api.github.com/users/MuseumAssociates/starred{/owner}{/repo}","https://api.github.com/users/MuseumAssociates/subscriptions","https://api.github.com/users/MuseumAssociates/orgs","https://api.github.com/users/MuseumAssociates/repos","https://api.github.com/users/MuseumAssociates/events{/privacy}","https://api.github.com/users/MuseumAssociates/received_events","Organization",FALSE,5.6953535
"museum4",16631852,"https://avatars.githubusercontent.com/u/16631852?v=3","","https://api.github.com/users/museum4","https://github.com/museum4","https://api.github.com/users/museum4/followers","https://api.github.com/users/museum4/following{/other_user}","https://api.github.com/users/museum4/gists{/gist_id}","https://api.github.com/users/museum4/starred{/owner}{/repo}","https://api.github.com/users/museum4/subscriptions","https://api.github.com/users/museum4/orgs","https://api.github.com/users/museum4/repos","https://api.github.com/users/museum4/events{/privacy}","https://api.github.com/users/museum4/received_events","User",FALSE,5.6953535
"MuseumofMakingMusic",17837707,"https://avatars.githubusercontent.com/u/17837707?v=3","","https://api.github.com/users/MuseumofMakingMusic","https://github.com/MuseumofMakingMusic","https://api.github.com/users/MuseumofMakingMusic/followers","https://api.github.com/users/MuseumofMakingMusic/following{/other_user}","https://api.github.com/users/MuseumofMakingMusic/gists{/gist_id}","https://api.github.com/users/MuseumofMakingMusic/starred{/owner}{/repo}","https://api.github.com/users/MuseumofMakingMusic/subscriptions","https://api.github.com/users/MuseumofMakingMusic/orgs","https://api.github.com/users/MuseumofMakingMusic/repos","https://api.github.com/users/MuseumofMakingMusic/events{/privacy}","https://api.github.com/users/MuseumofMakingMusic/received_events","User",FALSE,5.6953535
"MuseumBINARIUM",16854259,"https://avatars.githubusercontent.com/u/16854259?v=3","","https://api.github.com/users/MuseumBINARIUM","https://github.com/MuseumBINARIUM","https://api.github.com/users/MuseumBINARIUM/followers","https://api.github.com/users/MuseumBINARIUM/following{/other_user}","https://api.github.com/users/MuseumBINARIUM/gists{/gist_id}","https://api.github.com/users/MuseumBINARIUM/starred{/owner}{/repo}","https://api.github.com/users/MuseumBINARIUM/subscriptions","https://api.github.com/users/MuseumBINARIUM/orgs","https://api.github.com/users/MuseumBINARIUM/repos","https://api.github.com/users/MuseumBINARIUM/events{/privacy}","https://api.github.com/users/MuseumBINARIUM/received_events","User",FALSE,5.6953535
"museummqp15",16824900,"https://avatars.githubusercontent.com/u/16824900?v=3","","https://api.github.com/users/museummqp15","https://github.com/museummqp15","https://api.github.com/users/museummqp15/followers","https://api.github.com/users/museummqp15/following{/other_user}","https://api.github.com/users/museummqp15/gists{/gist_id}","https://api.github.com/users/museummqp15/starred{/owner}{/repo}","https://api.github.com/users/museummqp15/subscriptions","https://api.github.com/users/museummqp15/orgs","https://api.github.com/users/museummqp15/repos","https://api.github.com/users/museummqp15/events{/privacy}","https://api.github.com/users/museummqp15/received_events","User",FALSE,5.6953535
"Museum-of-Art-and-Digital-Entertainment",16657384,"https://avatars.githubusercontent.com/u/16657384?v=3","","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment","https://github.com/Museum-of-Art-and-Digital-Entertainment","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/followers","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/following{/other_user}","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/gists{/gist_id}","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/starred{/owner}{/repo}","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/subscriptions","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/orgs","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/repos","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/events{/privacy}","https://api.github.com/users/Museum-of-Art-and-Digital-Entertainment/received_events","Organization",FALSE,5.6953535
"museumofthebible",14838543,"https://avatars.githubusercontent.com/u/14838543?v=3","","https://api.github.com/users/museumofthebible","https://github.com/museumofthebible","https://api.github.com/users/museumofthebible/followers","https://api.github.com/users/museumofthebible/following{/other_user}","https://api.github.com/users/museumofthebible/gists{/gist_id}","https://api.github.com/users/museumofthebible/starred{/owner}{/repo}","https://api.github.com/users/museumofthebible/subscriptions","https://api.github.com/users/museumofthebible/orgs","https://api.github.com/users/museumofthebible/repos","https://api.github.com/users/museumofthebible/events{/privacy}","https://api.github.com/users/museumofthebible/received_events","Organization",FALSE,5.6953535
"satmuseum",15457014,"https://avatars.githubusercontent.com/u/15457014?v=3","","https://api.github.com/users/satmuseum","https://github.com/satmuseum","https://api.github.com/users/satmuseum/followers","https://api.github.com/users/satmuseum/following{/other_user}","https://api.github.com/users/satmuseum/gists{/gist_id}","https://api.github.com/users/satmuseum/starred{/owner}{/repo}","https://api.github.com/users/satmuseum/subscriptions","https://api.github.com/users/satmuseum/orgs","https://api.github.com/users/satmuseum/repos","https://api.github.com/users/satmuseum/events{/privacy}","https://api.github.com/users/satmuseum/received_events","User",FALSE,5.674451
"camla",7476506,"https://avatars.githubusercontent.com/u/7476506?v=3","","https://api.github.com/users/camla","https://github.com/camla","https://api.github.com/users/camla/followers","https://api.github.com/users/camla/following{/other_user}","https://api.github.com/users/camla/gists{/gist_id}","https://api.github.com/users/camla/starred{/owner}{/repo}","https://api.github.com/users/camla/subscriptions","https://api.github.com/users/camla/orgs","https://api.github.com/users/camla/repos","https://api.github.com/users/camla/events{/privacy}","https://api.github.com/users/camla/received_events","Organization",FALSE,5.674451
"Beit-Hatfutsot",15228676,"https://avatars.githubusercontent.com/u/15228676?v=3","","https://api.github.com/users/Beit-Hatfutsot","https://github.com/Beit-Hatfutsot","https://api.github.com/users/Beit-Hatfutsot/followers","https://api.github.com/users/Beit-Hatfutsot/following{/other_user}","https://api.github.com/users/Beit-Hatfutsot/gists{/gist_id}","https://api.github.com/users/Beit-Hatfutsot/starred{/owner}{/repo}","https://api.github.com/users/Beit-Hatfutsot/subscriptions","https://api.github.com/users/Beit-Hatfutsot/orgs","https://api.github.com/users/Beit-Hatfutsot/repos","https://api.github.com/users/Beit-Hatfutsot/events{/privacy}","https://api.github.com/users/Beit-Hatfutsot/received_events","Organization",FALSE,5.674452
"HammerMuseum",12467613,"https://avatars.githubusercontent.com/u/12467613?v=3","","https://api.github.com/users/HammerMuseum","https://github.com/HammerMuseum","https://api.github.com/users/HammerMuseum/followers","https://api.github.com/users/HammerMuseum/following{/other_user}","https://api.github.com/users/HammerMuseum/gists{/gist_id}","https://api.github.com/users/HammerMuseum/starred{/owner}{/repo}","https://api.github.com/users/HammerMuseum/subscriptions","https://api.github.com/users/HammerMuseum/orgs","https://api.github.com/users/HammerMuseum/repos","https://api.github.com/users/HammerMuseum/events{/privacy}","https://api.github.com/users/HammerMuseum/received_events","Organization",FALSE,4.8094263
"FloorMuseum",12941511,"https://avatars.githubusercontent.com/u/12941511?v=3","","https://api.github.com/users/FloorMuseum","https://github.com/FloorMuseum","https://api.github.com/users/FloorMuseum/followers","https://api.github.com/users/FloorMuseum/following{/other_user}","https://api.github.com/users/FloorMuseum/gists{/gist_id}","https://api.github.com/users/FloorMuseum/starred{/owner}{/repo}","https://api.github.com/users/FloorMuseum/subscriptions","https://api.github.com/users/FloorMuseum/orgs","https://api.github.com/users/FloorMuseum/repos","https://api.github.com/users/FloorMuseum/events{/privacy}","https://api.github.com/users/FloorMuseum/received_events","User",FALSE,4.8094263
"AgileMuseum",9212947,"https://avatars.githubusercontent.com/u/9212947?v=3","","https://api.github.com/users/AgileMuseum","https://github.com/AgileMuseum","https://api.github.com/users/AgileMuseum/followers","https://api.github.com/users/AgileMuseum/following{/other_user}","https://api.github.com/users/AgileMuseum/gists{/gist_id}","https://api.github.com/users/AgileMuseum/starred{/owner}{/repo}","https://api.github.com/users/AgileMuseum/subscriptions","https://api.github.com/users/AgileMuseum/orgs","https://api.github.com/users/AgileMuseum/repos","https://api.github.com/users/AgileMuseum/events{/privacy}","https://api.github.com/users/AgileMuseum/received_events","Organization",FALSE,4.8094263
"thewarholmuseum",6371597,"https://avatars.githubusercontent.com/u/6371597?v=3","","https://api.github.com/users/thewarholmuseum","https://github.com/thewarholmuseum","https://api.github.com/users/thewarholmuseum/followers","https://api.github.com/users/thewarholmuseum/following{/other_user}","https://api.github.com/users/thewarholmuseum/gists{/gist_id}","https://api.github.com/users/thewarholmuseum/starred{/owner}{/repo}","https://api.github.com/users/thewarholmuseum/subscriptions","https://api.github.com/users/thewarholmuseum/orgs","https://api.github.com/users/thewarholmuseum/repos","https://api.github.com/users/thewarholmuseum/events{/privacy}","https://api.github.com/users/thewarholmuseum/received_events","Organization",FALSE,4.8094263
"CivilWarMuseum",4614244,"https://avatars.githubusercontent.com/u/4614244?v=3","","https://api.github.com/users/CivilWarMuseum","https://github.com/CivilWarMuseum","https://api.github.com/users/CivilWarMuseum/followers","https://api.github.com/users/CivilWarMuseum/following{/other_user}","https://api.github.com/users/CivilWarMuseum/gists{/gist_id}","https://api.github.com/users/CivilWarMuseum/starred{/owner}{/repo}","https://api.github.com/users/CivilWarMuseum/subscriptions","https://api.github.com/users/CivilWarMuseum/orgs","https://api.github.com/users/CivilWarMuseum/repos","https://api.github.com/users/CivilWarMuseum/events{/privacy}","https://api.github.com/users/CivilWarMuseum/received_events","User",FALSE,4.72871
"pennmuseum",5216634,"https://avatars.githubusercontent.com/u/5216634?v=3","","https://api.github.com/users/pennmuseum","https://github.com/pennmuseum","https://api.github.com/users/pennmuseum/followers","https://api.github.com/users/pennmuseum/following{/other_user}","https://api.github.com/users/pennmuseum/gists{/gist_id}","https://api.github.com/users/pennmuseum/starred{/owner}{/repo}","https://api.github.com/users/pennmuseum/subscriptions","https://api.github.com/users/pennmuseum/orgs","https://api.github.com/users/pennmuseum/repos","https://api.github.com/users/pennmuseum/events{/privacy}","https://api.github.com/users/pennmuseum/received_events","Organization",FALSE,4.72871
"marinersmuseum",6888977,"https://avatars.githubusercontent.com/u/6888977?v=3","","https://api.github.com/users/marinersmuseum","https://github.com/marinersmuseum","https://api.github.com/users/marinersmuseum/followers","https://api.github.com/users/marinersmuseum/following{/other_user}","https://api.github.com/users/marinersmuseum/gists{/gist_id}","https://api.github.com/users/marinersmuseum/starred{/owner}{/repo}","https://api.github.com/users/marinersmuseum/subscriptions","https://api.github.com/users/marinersmuseum/orgs","https://api.github.com/users/marinersmuseum/repos","https://api.github.com/users/marinersmuseum/events{/privacy}","https://api.github.com/users/marinersmuseum/received_events","Organization",FALSE,4.72871
"geffrye",9830001,"https://avatars.githubusercontent.com/u/9830001?v=3","","https://api.github.com/users/geffrye","https://github.com/geffrye","https://api.github.com/users/geffrye/followers","https://api.github.com/users/geffrye/following{/other_user}","https://api.github.com/users/geffrye/gists{/gist_id}","https://api.github.com/users/geffrye/starred{/owner}{/repo}","https://api.github.com/users/geffrye/subscriptions","https://api.github.com/users/geffrye/orgs","https://api.github.com/users/geffrye/repos","https://api.github.com/users/geffrye/events{/privacy}","https://api.github.com/users/geffrye/received_events","User",FALSE,4.72871
"philamuseum",17747056,"https://avatars.githubusercontent.com/u/17747056?v=3","","https://api.github.com/users/philamuseum","https://github.com/philamuseum","https://api.github.com/users/philamuseum/followers","https://api.github.com/users/philamuseum/following{/other_user}","https://api.github.com/users/philamuseum/gists{/gist_id}","https://api.github.com/users/philamuseum/starred{/owner}{/repo}","https://api.github.com/users/philamuseum/subscriptions","https://api.github.com/users/philamuseum/orgs","https://api.github.com/users/philamuseum/repos","https://api.github.com/users/philamuseum/events{/privacy}","https://api.github.com/users/philamuseum/received_events","Organization",FALSE,4.72871
